Legacy Intel® Core™ Processors,Desktop,E7500,End of Interactive Support,Q1'09,45 nm,$125.00 ,2,,2.93 GHz,,3 MB L2,1066 MHz FSB,65 W,No,,,,,,,,,,,,,,,,,,,,,74.1°C,No,See Ordering Info,Yes,64-bit,,Yes,Yes,,Yes,Intel Core2 Duo E8300 @ 2.83GHz,$19.99*,$19.99 ,1174,58.71,1196,59.85,65,18.06,8-Dec,LGA775,Desktop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Desktop,E7600,End of Interactive Support,Q2'09,45 nm,$147.00 ,2,,3.06 GHz,,3 MB L2,1066 MHz FSB,65 W,No,,,,,,,,,,,,,,,,,,,,,74.1°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Core2 Duo E8400 @ 3.00GHz,35.5,35,1181,33.27,1245,35.06,65,18.17,8-Nov,LGA775,Desktop,8-Nov,11/1/2008
Legacy Intel® Core™ Processors,Desktop,E8190,End of Interactive Support,Q1'08,45 nm,N/A,2,,2.66 GHz,,6 MB L2,1333 MHz FSB,65 W,No,,,,,,,,,,,,,,,,,,,,,72.4°C,No,No,Yes,64-bit,,Yes,Yes,,Yes,Intel Core2 Duo E8500 @ 3.16GHz,129.95,129.9,1237,9.52,1323,10.18,65,19.03,8-Nov,LGA775,Desktop,8-Nov,11/1/2008
Legacy Intel® Core™ Processors,Desktop,E8200,End of Interactive Support,Q1'08,45 nm,N/A,2,,2.66 GHz,,6 MB L2,1333 MHz FSB,65 W,No,,,,,,,,,,,,,,,,,,,,,72.4°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Core2 Duo E8600 @ 3.33GHz,$28.70*,$28.70 ,1366,47.6,1405,48.97,65,21.02,8-Nov,LGA775,Desktop,8-Nov,11/1/2008
Legacy Intel® Core™ Processors,Mobile,L2500,End of Interactive Support,,65 nm,N/A,2,,1.83 GHz,,2 MB L2,667 MHz FSB,15 W,No,,,,,,No,,,,,,,,,,,,,,,100°C,No,Yes,No,32-bit,,No,,,Yes,Intel Core2 Duo L7300 @ 1.40GHz,NA,0,510,NA,643,NA,17,30,9-Jun,BGA479,Laptop,9-Jun,6/1/2009
Legacy Intel® Core™ Processors,Mobile,L2300,End of Interactive Support,,65 nm,N/A,2,,1.50 GHz,,2 MB L2,667 MHz FSB,15 W,No,,,,,,No,,,,,,,,,,,,,,,100°C,No,Yes,No,32-bit,,No,,,Yes,Intel Core2 Duo L7400 @ 1.50GHz,NA,0,529,NA,557,NA,17,31.14,11-May,BGA479,Laptop,11-May,5/1/2011
Legacy Intel® Core™ Processors,Mobile,L2400,End of Interactive Support,Q1'06,65 nm,N/A,2,,1.66 GHz,,2 MB L2,667 MHz FSB,15 W,Yes,Yes,,,,,No,,,,,,,,,,,,,,,100°C,No,Yes,No,32-bit,,No,,,Yes,Intel Core2 Duo L7500 @ 1.60GHz,NA,0,590,NA,602,NA,17,34.74,9-Feb,BGA479,Laptop,9-Feb,2/1/2009
Legacy Intel® Core™ Processors,Mobile,L7200,End of Interactive Support,Q1'07,65 nm,N/A,2,,1.33 GHz,,4 MB L2,667 MHz FSB,17 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,Yes,Yes,64-bit,,No,,,Yes,Intel Core2 Duo L7700 @ 1.80GHz,NA,0,623,NA,752,NA,17,36.65,9-Apr,Unknown,Laptop,9-Apr,4/1/2009
Legacy Intel® Core™ Processors,Mobile,SL9380,End of Interactive Support,Q3'08,45 nm,$247.00 ,2,,1.80 GHz,,6 MB L2,800 MHz FSB,17 W,Yes,Yes,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,No,,,Yes,Intel Core2 Duo P7350 @ 2.00GHz,$19.99*,$19.99 ,675,33.78,774,38.73,25,27.01,8-Dec,BGA479,Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,SL9400,End of Interactive Support,Q3'08,45 nm,$247.00 ,2,,1.86 GHz,,6 MB L2,1066 MHz FSB,17 W,Yes,Yes,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,No,,,Yes,Intel Core2 Duo P7370 @ 2.00GHz,NA,0,757,NA,733,NA,25,30.28,8-Dec,PGA478,Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,SL9600,End of Interactive Support,Q1'09,45 nm,N/A,2,,2.13 GHz,,6 MB L2,1066 MHz FSB,17 W,No,,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,,,,Yes,Intel Core2 Duo P7450 @ 2.13GHz,$39.99*,$39.99 ,782,19.56,868,21.71,25,31.29,9-Feb,PGA478,Laptop,9-Feb,2/1/2009
Legacy Intel® Core™ Processors,Mobile,SL9300,End of Interactive Support,Q3'08,45 nm,N/A,2,,1.60 GHz,,6 MB L2,1066 MHz FSB,17 W,No,,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,No,,,Yes,Intel Core2 Duo P7550 @ 2.26GHz,$229.99*,$229.99 ,918,3.99,948,4.12,25,36.71,9-Jun,PGA478,Laptop,9-Jun,6/1/2009
Legacy Intel® Core™ Processors,Mobile,P7350,End of Interactive Support,Q3'08,45 nm,N/A,2,,2.00 GHz,,3 MB L2,1066 MHz FSB,25 W,No,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,64-bit,,,,,Yes,Intel Core2 Duo P7570 @ 2.26GHz,NA,0,961,NA,952,NA,25,38.46,9-Oct,PGA478,Laptop,9-Oct,10/1/2009
Legacy Intel® Core™ Processors,Mobile,P7370,End of Interactive Support,Q4'08,45 nm,N/A,2,,2.00 GHz,,3 MB L2,1066 MHz FSB,25 W,No,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,64-bit,,,,,Yes,Intel Core2 Duo P8400 @ 2.26GHz,$297.01*,$297.01 ,832,2.8,912,3.07,25,33.27,8-Dec,BGA479,Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,P7450,End of Interactive Support,Q1'09,45 nm,N/A,2,,2.13 GHz,,3 MB L2,1066 MHz FSB,25 W,No,,,,,,,,,,,,,,,,,,,,,90°C,No,No,Yes,64-bit,,,,,Yes,Intel Core2 Duo P8600 @ 2.40GHz,$49.18*,$49.18 ,866,17.61,958,19.48,25,34.64,8-Dec,BGA479,Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,P7550,End of Interactive Support,Q3'09,45 nm,N/A,2,,2.26 GHz,,3 MB L2,1066 MHz FSB,25 W,No,,,,,,,,,,,,,,,,,,,,, 90°C,,See Ordering Info,Yes,64-bit,,,,,Yes,Intel Core2 Duo P8700 @ 2.53GHz,40,4,968,24.21,1030,25.76,25,38.74,9-Mar,BGA479,Laptop,9-Mar,3/1/2009
Legacy Intel® Core™ Processors,Mobile,P7570,End of Interactive Support,Q3'09,45 nm,N/A,2,,2.26 GHz,,3 MB L2,1066 MHz FSB,25 W,No,,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Core2 Duo P8800 @ 2.66GHz,$56.99*,$56.99 ,916,16.08,1066,18.71,25,36.65,9-Jul,BGA479,Laptop,9-Jul,7/1/2009
Legacy Intel® Core™ Processors,Mobile,P8400,End of Interactive Support,Q3'08,45 nm,$199.00 - $211.00,2,,2.26 GHz,,3 MB L2,1066 MHz FSB,25 W,Yes,Yes,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Core2 Duo P9500 @ 2.53GHz,$998.99*,$998.99 ,876,0.88,1000,1,25,35.05,8-Dec,BGA479,Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,P8600,End of Interactive Support,Q3'08,45 nm,$211.00 ,2,,2.40 GHz,,3 MB L2,1066 MHz FSB,25 W,No,Yes,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Core2 Duo P9600 @ 2.53GHz,$99.00*,$99.00 ,1009,10.19,1078,10.89,25,40.36,9-Aug,PGA478,Laptop,9-Aug,8/1/2009
Legacy Intel® Core™ Processors,Mobile,P8600,End of Interactive Support,Q3'08,45 nm,$211.00 ,2,,2.40 GHz,,3 MB L2,1066 MHz FSB,25 W,No,Yes,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Core2 Duo P9600 @ 2.66GHz,NA,0,1098,NA,1109,NA,25,43.9,9-Mar,PGA478,Laptop,9-Mar,3/1/2009
Legacy Intel® Core™ Processors,Mobile,P8700,End of Interactive Support,Q4'08,45 nm,N/A,2,,2.53 GHz,,3 MB L2,1066 MHz FSB,25 W,No,Yes,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Core2 Duo P9700 @ 2.80GHz,NA,0,1170,NA,1188,NA,28,41.8,9-Jun,PGA478,Laptop,9-Jun,6/1/2009
4th Generation Intel® Core™ i3 Processors,Embedded,i3-4330TE,Launched,Q3'13,22 nm,$122.00 ,2,4,2.40 GHz,,4 MB SmartCache,5 GT/s DMI2,35 W,Yes,Yes,32 GB,DDR3 1333/1600,2,25.6 GB/s,Yes,,350 MHz,1.00 GHz,1.7 GB,,,,,,,,3,"Up to 1x16, 2x8, 1x8/2x4",16,72°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX",Yes,Yes,,Yes,Intel Core2 Duo SL9400 @ 1.86GHz,$253.00*,$253.00 ,672,2.66,728,2.88,17,39.52,9-Feb,BGA956,Laptop,9-Feb,2/1/2009
Legacy Intel® Core™ Processors,Mobile,SU9300,End of Interactive Support,Q3'08,45 nm,$245.00 ,2,,1.20 GHz,,3 MB L2,800 MHz FSB,10 W,Yes,Yes,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,,,,Yes,Intel Core2 Duo SP9400 @ 2.40GHz,$284.00*,$284.00 ,1017,3.58,1023,3.6,25,40.69,9-Mar,BGA956,Laptop,9-Mar,3/1/2009
Legacy Intel® Core™ Processors,Mobile,T9600,End of Interactive Support,Q3'08,45 nm,N/A,2,,2.80 GHz,,6 MB L2,1066 MHz FSB,35 W,No,Yes,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,No,,,Yes,Intel Core2 Duo SU9400 @ 1.40GHz,NA,0,564,NA,618,NA,10,56.38,9-Feb,BGA956,Laptop,9-Feb,2/1/2009
Legacy Intel® Core™ Processors,Mobile,T2400,End of Interactive Support,,65 nm,N/A,2,,1.83 GHz,,2 MB L2,667 MHz FSB,31 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,Yes,No,32-bit,,No,,,Yes,Intel Core2 Duo T5200 @ 1.60GHz,NA,0,439,NA,605,NA,34,12.91,9-Feb,Socket M,Laptop,9-Feb,2/1/2009
Legacy Intel® Core™ Processors,Mobile,T2500,End of Interactive Support,Q1'06,65 nm,N/A,2,,2.00 GHz,,2 MB L2,667 MHz FSB,31 W,Yes,Yes,,,,,No,,,,,,,,,,,,,,,100°C,No,Yes,No,32-bit,,No,,,Yes,Intel Core2 Duo T5250 @ 1.50GHz,NA,0,422,NA,483,NA,35,12.06,8-Dec,PGA478,Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,T2600,End of Interactive Support,,65 nm,N/A,2,,2.16 GHz,,2 MB L2,667 MHz FSB,31 W,No,,,,,,No,,,,,,,,,,,,,,,100°C,No,Yes,No,32-bit,,No,,,Yes,Intel Core2 Duo T5270 @ 1.40GHz,NA,0,418,NA,557,NA,35,11.96,8-Nov,PGA478,Laptop,8-Nov,11/1/2008
Legacy Intel® Core™ Processors,Mobile,T5200,End of Interactive Support,,65 nm,N/A,2,,1.60 GHz,,2 MB L2,533 MHz FSB,34 W,No,,,,,,,,,,,,,,,,,,,,,85°C,No,No,Yes,64-bit,,,,,Yes,Intel Core2 Duo T5300 @ 1.73GHz,NA,0,617,NA,672,NA,34,18.16,9-Mar,PGA478,Laptop,9-Mar,3/1/2009
Legacy Intel® Core™ Processors,Mobile,T2700,End of Interactive Support,,65 nm,N/A,2,,2.33 GHz,,2 MB L2,667 MHz FSB,31 W,No,,,,,,No,,,,,,,,,,,,,,,100°C,No,Yes,No,32-bit,,No,,,Yes,Intel Core2 Duo T5450 @ 1.66GHz,NA,0,578,NA,608,NA,35,16.52,9-Jan,PGA478,Laptop,9-Jan,1/1/2009
Legacy Intel® Core™ Processors,Mobile,T5250,End of Interactive Support,,65 nm,N/A,2,,1.50 GHz,,2 MB L2,667 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,No,Yes,64-bit,,,,,Yes,Intel Core2 Duo T5470 @ 1.60GHz,NA,0,483,NA,607,NA,35,13.79,9-Feb,PGA478,Laptop,9-Feb,2/1/2009
Legacy Intel® Core™ Processors,Mobile,T5270,End of Interactive Support,,65 nm,N/A,2,,1.40 GHz,,2 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,No,Yes,64-bit,,,,,Yes,Intel Core2 Duo T5500 @ 1.66GHz,NA,0,505,NA,573,NA,34,14.85,9-Feb,PGA478,Laptop,9-Feb,2/1/2009
Legacy Intel® Core™ Processors,Mobile,T5300,End of Interactive Support,,65 nm,N/A,2,,1.73 GHz,,2 MB L2,533 MHz FSB,34 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,No,Yes,64-bit,,,,,Yes,Intel Core2 Duo T5550 @ 1.83GHz,NA,0,545,NA,623,NA,35,15.56,8-Nov,PGA478,Laptop,8-Nov,11/1/2008
Legacy Intel® Core™ Processors,Mobile,T5450,End of Interactive Support,,65 nm,N/A,2,,1.66 GHz,,2 MB L2,667 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,No,Yes,64-bit,,,,,Yes,Intel Core2 Duo T5600 @ 1.83GHz,NA,0,620,NA,705,NA,34,18.23,8-Dec,PGA478,Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,T5470,End of Interactive Support,,65 nm,N/A,2,,1.60 GHz,,2 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,No,Yes,64-bit,,,,,Yes,Intel Core2 Duo T5670 @ 1.80GHz,NA,0,472,NA,652,NA,35,13.47,9-Mar,Socket P,Laptop,9-Mar,3/1/2009
Legacy Intel® Core™ Processors,Mobile,T5500,End of Interactive Support,,65 nm,N/A,2,,1.66 GHz,,2 MB L2,667 MHz FSB,34 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,No,Yes,64-bit,,No,,,Yes,Intel Core2 Duo T5750 @ 2.00GHz,$9.99*,$9.99 ,673,67.38,768,76.92,35,19.23,8-Dec,Socket P,Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,T5550,End of Interactive Support,,65 nm,N/A,2,,1.83 GHz,,2 MB L2,667 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,No,Yes,64-bit,,,,,Yes,Intel Core2 Duo T5800 @ 2.00GHz,NA,0,673,NA,744,NA,35,19.22,8-Dec,PGA478,Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,T5600,End of Interactive Support,,65 nm,N/A,2,,1.83 GHz,,2 MB L2,667 MHz FSB,34 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,Yes,Yes,64-bit,,No,,,Yes,Intel Core2 Duo T5870 @ 2.00GHz,NA,0,689,NA,723,NA,35,19.69,8-Dec,"PPGA478, Socket",Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,T5670,End of Interactive Support,Q2'08,65 nm,N/A,2,,1.80 GHz,,2 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,100°C ,No,No,Yes,64-bit,,Yes,,,Yes,Intel Core2 Duo T6400 @ 2.00GHz,$14.99*,$14.99 ,699,46.61,798,53.26,35,19.96,9-Feb,PGA478,Laptop,9-Feb,2/1/2009
Legacy Intel® Core™ Processors,Mobile,T5750,End of Interactive Support,Q1'08,65 nm,N/A,2,,2.00 GHz,,2 MB L2,667 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,85°C ,No,No,Yes,64-bit,,,,,Yes,Intel Core2 Duo T6500 @ 2.10GHz,$14.99*,$14.99 ,648,43.22,837,55.85,35,18.51,9-Jun,PGA478,Laptop,9-Jun,6/1/2009
Legacy Intel® Core™ Processors,Mobile,T5800,End of Interactive Support,Q4'08,65 nm,N/A,2,,2.00 GHz,,2 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,85°C,No,No,Yes,64-bit,,,,,Yes,Intel Core2 Duo T6600 @ 2.20GHz,$18.90*,$18.90 ,665,35.18,817,43.21,35,19,9-Feb,PGA478,Laptop,9-Feb,2/1/2009
Legacy Intel® Core™ Processors,Mobile,T5870,End of Interactive Support,,65 nm,N/A,2,,2.00 GHz,,2 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,No,Yes,64-bit,,,,,Yes,Intel Core2 Duo T6670 @ 2.20GHz,NA,0,712,NA,863,NA,35,20.34,9-Jul,PGA478,Laptop,9-Jul,7/1/2009
4th Generation Intel® Core™ i3 Processors,Mobile,i3-4010U,Launched,Q3'13,22 nm,$281.00 ,2,4,1.70 GHz,,3 MB SmartCache,5 GT/s DMI2,15 W,Yes,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,200 MHz,1.00 GHz,2 GB,eDP/DP/HDMI,,3200x2000@60Hz,3200x2000@60Hz,,11.2/12,,2,"4x1, 2x4",12,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,Yes,Yes,Intel Core2 Duo T7100 @ 1.80GHz,$21.99*,$21.99 ,629,28.61,702,31.93,35,17.98,9-Feb,BGA479,Laptop,9-Feb,2/1/2009
4th Generation Intel® Core™ i3 Processors,Mobile,i3-4000M,Launched,Q4'13,22 nm,$225.00 ,2,4,2.40 GHz,,3 MB SmartCache,5 GT/s DMI2,37 W,No,Yes,32 GB,DDR3L 1333/1600,2,25.6 GB/s,No,,400 MHz,1.10 GHz,2 GB,eDP/DP/HDMI/VGA ,,3840x2160@60Hz,3840x2160@60Hz,,11.2/12,,2,1x16 or 2x8 or 1x8 2x4,16,100°C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",,Yes,Yes,Yes,Intel Core2 Duo T7200 @ 2.00GHz,109.95,109.9,715,6.51,758,6.9,34,21.04,8-Nov,"PBGA479, PPGA478",Laptop,8-Nov,11/1/2008
4th Generation Intel® Core™ i3 Processors,Desktop,i3-4130,End of Life,Q3'13,22 nm,$117.00 ,2,4,3.40 GHz,,3 MB SmartCache,5 GT/s DMI2,54 W,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,Yes,,350 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.1/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,72°C ,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,,Yes,Intel Core2 Duo T7250 @ 2.00GHz,$201.48*,$201.48 ,648,3.21,737,3.66,35,18.51,9-Feb,BGA479,Laptop,9-Feb,2/1/2009
Legacy Intel® Core™ Processors,Mobile,T7100,End of Interactive Support,Q2'07,65 nm,N/A,2,,1.80 GHz,,2 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Core2 Duo T7300 @ 2.00GHz,$30.99*,$30.99 ,701,22.62,794,25.63,35,20.03,8-Dec,BGA479,Laptop,8-Dec,12/1/2008
4th Generation Intel® Core™ i3 Processors,Desktop,i3-4130T,End of Life,Q3'13,22 nm,$117.00 ,2,4,2.90 GHz,,3 MB SmartCache,5 GT/s DMI2,35 W,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,Yes,,200 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.1/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,66.4 C,Yes,Yes,Yes,64-bit,"SSE4.1/4.2, AVX 2.0",Yes,Yes,,Yes,Intel Core2 Duo T7400 @ 2.16GHz,NA,0,713,NA,827,NA,34,20.96,10-Jul,BGA479,Laptop,10-Jul,7/1/2010
Legacy Intel® Core™ Processors,Mobile,T7200,End of Interactive Support,,65 nm,N/A,2,,2.00 GHz,,4 MB L2,667 MHz FSB,34 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,Yes,Yes,64-bit,,No,,,Yes,Intel Core2 Duo T7500 @ 2.20GHz,$42.99*,$42.99 ,848,19.72,889,20.69,35,24.22,8-Nov,BGA479,Laptop,8-Nov,11/1/2008
Legacy Intel® Core™ Processors,Mobile,T7250,End of Interactive Support,Q3'07,65 nm,N/A,2,,2.00 GHz,,2 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,Yes,Yes,64-bit,,,,,Yes,Intel Core2 Duo T7600 @ 2.33GHz,$39.99*,$39.99 ,857,21.43,911,22.79,34,25.2,8-Dec,"PBGA479, PPGA478",Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,T7300,End of Interactive Support,Q2'07,65 nm,N/A,2,,2.00 GHz,,4 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Core2 Duo T7700 @ 2.40GHz,129.95,129.9,896,6.9,856,6.59,35,25.61,8-Nov,BGA479,Laptop,8-Nov,11/1/2008
Legacy Intel® Core™ Processors,Mobile,T7600,End of Interactive Support,Q3'07,65 nm,N/A,2,,2.33 GHz,,4 MB L2,667 MHz FSB,34 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,Yes,Yes,64-bit,,No,,,Yes,Intel Core2 Duo T7800 @ 2.60GHz,$607.99*,$607.99 ,935,1.54,988,1.63,35,26.71,9-Mar,BGA479,Laptop,9-Mar,3/1/2009
Legacy Intel® Core™ Processors,Mobile,T7400,End of Interactive Support,Q3'06,65 nm,$213.00 ,2,,2.16 GHz,,4 MB L2,667 MHz FSB,34 W,Yes,,,,,,,,,,,,,,,,,,,,,100°C,No,Yes,Yes,64-bit,,No,,,Yes,Intel Core2 Duo T8100 @ 2.10GHz,$999.99*,$999.99 ,726,0.73,841,0.84,35,20.75,8-Dec,BGA479,Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,T7500,End of Interactive Support,Q3'06,65 nm,N/A,2,,2.20 GHz,,4 MB L2,800 MHz FSB,35 W,Yes,,,,,,,,,,,,,,,,,,,,,100°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Core2 Duo T8300 @ 2.40GHz,$108.95*,$108.95 ,853,7.83,1028,9.43,35,24.37,8-Dec,BGA479,Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,T7700,End of Interactive Support,Q2'07,65 nm,N/A,2,,2.40 GHz,,4 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Core2 Duo T9300 @ 2.50GHz,$69.95*,$69.95 ,941,13.46,1030,14.73,35,26.89,8-Dec,BGA479,Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,T8100,End of Interactive Support,Q1'08,45 nm,N/A,2,,2.10 GHz,,3 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Core2 Duo T9400 @ 2.53GHz,$44.95*,$44.95 ,910,20.24,1005,22.37,35,26,9-Jan,BGA479,Laptop,9-Jan,1/1/2009
Legacy Intel® Core™ Processors,Mobile,T8300,End of Interactive Support,Q1'08,45 nm,N/A,2,,2.40 GHz,,3 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Core2 Duo T9500 @ 2.60GHz,NA,0,1065,NA,1132,NA,35,30.44,9-Jan,BGA479,Laptop,9-Jan,1/1/2009
Legacy Intel® Core™ Processors,Mobile,T7800,End of Interactive Support,Q3'07,65 nm,N/A,2,,2.60 GHz,,4 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,100°C,No,Yes,Yes,64-bit,,,,,Yes,Intel Core2 Duo T9550 @ 2.66GHz,$298.95*,$298.95 ,1004,3.36,1006,3.37,35,28.68,9-Feb,BGA479,Laptop,9-Feb,2/1/2009
Legacy Intel® Core™ Processors,Mobile,T9300,End of Interactive Support,Q1'08,45 nm,N/A,2,,2.50 GHz,,6 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Core2 Duo T9600 @ 2.80GHz,$68.99*,$68.99 ,1050,15.22,1108,16.06,35,30,9-Feb,BGA479,Laptop,9-Feb,2/1/2009
Legacy Intel® Core™ Processors,Mobile,T9400,End of Interactive Support,Q3'08,45 nm,$250.00 - $331.00,2,,2.53 GHz,,6 MB L2,1066 MHz FSB,35 W,Yes,Yes,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,No,,,Yes,Intel Core2 Duo T9800 @ 2.93GHz,$423.89*,$423.89 ,1153,2.72,1108,2.61,35,32.93,9-Feb,BGA479,Laptop,9-Feb,2/1/2009
Legacy Intel® Core™ Processors,Mobile,T9500,End of Interactive Support,Q1'08,45 nm,N/A,2,,2.60 GHz,,6 MB L2,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,105°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Core2 Duo T9900 @ 3.06GHz,$398.95*,$398.95 ,1214,3.04,1111,2.78,35,34.7,9-Jul,"BGA479,PGA478",Laptop,9-Jul,7/1/2009
Legacy Intel® Core™ Processors,Mobile,U7500,End of Interactive Support,Q3'06,65 nm,N/A,2,,1.06 GHz,,2 MB L2,533 MHz FSB,10 W,Yes,Yes,,,,,,,,,,,,,,,,,,,,100°C,,Yes,Yes,64-bit,,,,,Yes,Intel Core2 Duo U7700 @ 1.33GHz,NA,0,330,NA,344,NA,10,33.02,8-Dec,Unknown,Laptop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Desktop,Q8400,End of Interactive Support,Q2'09,45 nm,$179.00 ,4,,2.66 GHz,,4 MB L2,1333 MHz FSB,95 W,No,,,,,,,,,,,,,,,,,,,,,71.4°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Core2 Extreme Q9300 @ 2.53GHz,NA,0,1929,NA,1081,NA,45,42.86,8-Dec,PGA478,Desktop,8-Dec,12/1/2008
Legacy Intel® Core™ Processors,Mobile,QX9300,End of Interactive Support,Q3'08,45 nm,N/A,4,,2.53 GHz,,12 MB L2,1066 MHz FSB,45 W,No,,,,,,,,,,,,,,,,,,,,, 100°C ,No,Yes,Yes,64-bit,,,,,Yes,Intel Core2 Extreme X6800 @ 2.93GHz,$263.64*,$263.64 ,945,3.58,1082,4.1,75,12.6,8-Dec,PLGA775,Desktop,8-Dec,12/1/2008
